Title,SJR,H index,IPP,SNIP,Total Docs. (2023),Total Docs. (3years),Total Refs.,Est. value (USD) (2023),Total Cites (3years),Self-Cites/Total Cites (3years),Uncited Docs./Total Docs. (3years),Citable Docs. (3years),Cites / Doc. (2years),Ref. / Doc.,Coverage_Duration,Publisher,Labels
Engineering Review,0.186,15,0.578431373,0.293118063,30,102,909,407651,59,0.06779661,0.637254902,102,0.69,30.3,14,University of Rijeka,0
EnvironmentAsia,0.186,25,0.666666667,0.256563337,45,132,1629,595012,88,0.034090909,0.590909091,132,0.72,36.2,17,Thai Society of Higher Eduation Institutes on Environment,0
ExELL,0.186,6,0.655172414,0.922809752,7,29,330,90091,25,0.04,0.586206897,29,0.5,47.14,7,Sciendo,0
Folia Malacologica,0.186,6,0.445945946,0.372790055,27,75,956,121334,36,0.25,0.693333333,74,0.39,35.41,6,Association of Polish Malacologists,0
Foundations and Trends in Information Systems,0.186,4,0.625,0.420748855,1,10,584,2441,24,0,0.3,10,1.13,584,6,Now Publishers Inc,0
Functional Materials,0.186,19,0.42599278,0.332814792,85,278,1801,1246801,130,0.169230769,0.71942446,278,0.43,21.19,16,National Academy of Sciences of Ukraine,0
Geoloski Anali Balkanskoga Poluostrva,0.186,6,0.37037037,0.093353195,12,27,645,50257,15,0.4,0.592592593,27,0.56,53.75,6,University of Belgrade,0
Hacquetia,0.186,17,0.666666667,0.356272454,15,62,857,260170,44,0.090909091,0.548387097,62,0.69,57.13,18,De Gruyter Open Ltd,1
Hanjie Xuebao/Transactions of the China Welding Institution,0.186,23,0.673249551,0.420981482,203,557,4086,2731108,387,0.45994832,0.574506284,557,0.72,20.13,29,Harbin Research Institute of Welding,1
Historia i Swiat,0.186,3,0.254545455,0.963335795,29,58,1013,173921,15,0.666666667,0.75862069,58,0.29,34.93,6,"Department of History, University of Natural Sciences and Humanities in Siedlce",1
Hygiene + Medizin,0.186,13,0.079365079,0.221442688,93,237,752,899800,12,0.833333333,0.957805907,201,0.07,8.09,45,mhp-Verlag GmbH,1
Innovar,0.186,19,0.725352113,0.303246603,43,157,2827,593243,130,0.115384615,0.52866242,142,0.64,65.74,18,Universidad Nacional de Colombia,0
International Journal of Electronic Finance,0.186,21,1.315789474,0.637297084,32,38,1650,185141,50,0.64,0.315789474,38,1.35,51.56,19,Inderscience,1
International Journal of Intelligent Information and Database Systems,0.186,16,0.590909091,0.258270741,9,67,326,230393,106,0.009433962,0.537313433,66,1.73,36.22,18,Inderscience Enterprises Ltd,0
International Journal of Manufacturing Research,0.186,25,0.5,0.179886539,21,32,1002,189553,22,0.318181818,0.59375,32,0.35,47.71,19,Inderscience Enterprises Ltd,1
International Journal of Organizational Diversity,0.186,5,0.275862069,0.122679764,7,29,408,105006,8,0,0.75862069,29,0.2,58.29,13,Common Ground Research Networks,0
Italian Journal of Sociology of Education,0.186,9,0.512195122,0.306415985,27,86,1184,430472,45,0.133333333,0.674418605,82,0.44,43.85,8,Padova University Press,0
Journal for Social Action in Counseling and Psychology,0.186,8,0.923076923,0.734903528,9,27,428,109029,18,0.055555556,0.555555556,27,0.6,47.56,8,Ball State University Center for Peace and Conflict Studies,0
Journal for the Cognitive Science of Religion,0.186,7,0.395833333,0.462910588,0,58,0,0,31,0,0.775862069,49,0.44,0,5,Equinox Publishing Ltd,0
Journal of Applied Research and Technology,0.186,47,0.939189189,0.305602039,86,149,3284,696080,177,0.016949153,0.489932886,149,1.27,38.19,17,"Centro de Ciencias Aplicadas y Desarrollo Tecnologico, Universidad Nacional Autonoma de Mexico",1
Journal of Economic Geology,0.186,6,0.255555556,0.142265445,17,90,733,313945,23,0.260869565,0.811111111,90,0.25,43.12,7,Ferdowsi University of Mashhad,0
Journal of Entrepreneurial and Organizational Diversity,0.186,5,0.894736842,0.907569617,11,21,592,35473,18,0.166666667,0.476190476,20,0.85,53.82,6,EURICSE,0
Journal of Fisheries and Environment,0.186,8,0.655172414,0.387184624,30,93,1361,337836,70,0.128571429,0.537634409,87,0.73,45.37,8,"Faculty of Fisheries, Kasetsart University",0
Journal of Instrumental Analysis,0.186,10,0.607293128,0.383436538,204,714,6030,498045,497,0.486921529,0.581232493,714,0.69,29.56,7,China Association for Instrumental Analysis,1
Journal of Landscape Architecture,0.186,18,0.642762134,0.560105469,21,67,0,289864,29,0,0.731343284,51,0.25,0,19,"Routledge, Taylor &amp; Francis Group",0
Journal of Marine Research,0.186,76,0.3,0.065901119,0,24,0,133753,2,0,0.916666667,10,0.11,0,52,Yale University,1
Journal of Mathematical Analysis,0.186,6,0.375,0.359402196,14,80,344,34180,35,0.028571429,0.675,80,0.3,24.57,5,University of Prishtina,0
Journal of Radiotherapy in Practice,0.186,19,0.450892857,0.261264265,115,233,3305,966568,110,0.127272727,0.673819742,227,0.46,28.74,26,Cambridge University Press,1
Journal of the Korean Society for Aeronautical and Space Sciences,0.186,5,0.212698413,0.311992334,97,315,1713,236815,74,0.378378378,0.812698413,315,0.25,17.66,7,Korean Society for Aeronautical and Space Sciences,0
Journal of Tropical Plant Pests and Diseases,0.186,10,0.65,0.329393946,20,60,588,48828,40,0.075,0.55,60,0.78,29.4,25,University of Lampung Faculty of Agriculture,1
Jurnal Sylva Lestari,0.186,8,0.454545455,0.191747399,36,37,1860,87890,35,0.428571429,0.405405405,37,1.03,51.67,6,University of Lampung Faculty of Agriculture,1
Korean Accounting Review,0.186,5,0.22962963,0.383906826,30,135,1335,278141,36,0.666666667,0.785185185,135,0.25,44.5,6,Korean Accounting Association,0
Kriminologie,0.186,5,0.40625,0.42778291,19,74,861,109659,25,0.08,0.77027027,68,0.19,45.32,6,Universitat zu Koln,0
Open Anesthesia Journal,0.186,8,0.407407407,0.662081118,14,29,335,63535,12,0.333333333,0.724137931,27,0.31,23.93,6,Bentham Science Publishers,0
Open Dentistry Journal,0.186,40,0.911262799,0.576561855,105,311,4147,1314265,278,0.007194245,0.681672026,295,0.52,39.5,14,Bentham Science Publishers,0
Prescrire International,0.186,14,0.120300752,0.380357143,226,270,1330,1399788,60,0.933333333,0.825925926,190,0.26,5.88,30,Association Mieux Prescrire,1
Psychoanalytic Inquiry,0.186,41,0.268656716,0.349574217,70,228,1838,988798,65,0.092307692,0.798245614,136,0.25,26.26,45,Taylor and Francis Ltd.,1
Qiangjiguang Yu Lizishu/High Power Laser and Particle Beams,0.186,29,0.513368984,0.457650144,223,752,5486,2877378,411,0.231143552,0.682180851,748,0.54,24.6,33,Editorial Office of High Power Laser and Particle Beams,1
Rehabilitacion,0.186,13,0.520661157,0.246979908,60,154,1103,589057,94,0.191489362,0.616883117,120,0.44,18.38,33,"Ediciones Doyma, S.L.",1
Review of Computer Engineering Research,0.186,7,1.138888889,0.357417417,15,36,434,36621,52,0,0.416666667,36,1.77,28.93,6,Conscientia Beam,0
Review of Economics,0.186,9,0.655172414,0.619035047,12,29,608,102764,25,0,0.586206897,29,0.75,50.67,9,De Gruyter Oldenbourg,1
Revista de Psicologia (Peru),0.186,12,0.53,0.461991207,40,104,1974,414619,60,0.066666667,0.673076923,100,0.48,49.35,10,Pontificia Universidad Catolica del Peru,0
Revista Digital de Biblioteconomia e Ciencia da Informacao,0.186,5,0.26,0.514435631,30,101,1049,408494,28,0.214285714,0.782178218,100,0.32,34.97,8,Universidade Estadual de Campinas,0
Roads and Bridges - Drogi i Mosty,0.186,14,0.623188406,0.390841856,41,69,1416,341066,42,0.404761905,0.608695652,69,0.49,34.54,20,Instytut Badawczy Drog i Mostow,1
Scandinavian Journal of the Old Testament,0.186,15,0.635538307,0.566367887,21,56,0,226083,14,0,0.785714286,55,0.18,0,38,Routledge,1
Spirituality Studies,0.186,3,0.424242424,0.951189135,16,43,446,138568,17,0.176470588,0.720930233,37,0.46,27.88,6,Society for Spirituality Studies,0
Studia Semiotyczne,0.186,3,0.138888889,0.482250245,11,50,292,69098,8,0,0.88,43,0.1,26.55,6,Polskie Towarzystwo Semiotyczne,0
Terra,0.186,8,0.72972973,0.635021656,22,68,708,259000,32,0.1875,0.735294118,42,0.44,32.18,46,Geographical Society of Finland,1
Topics in Linguistics,0.186,8,0.617647059,1.212573645,12,34,478,134527,34,0,0.529411765,34,0.61,39.83,11,Univerzita Konstantina Filozofa v Nitre,1
Traditional and Kampo Medicine,0.186,14,0.657894737,0.330366769,36,104,911,87890,54,0.277777778,0.740384615,77,0.49,25.31,12,John Wiley and Sons Inc,0
Turkish Journal of Thoracic and Cardiovascular Surgery,0.186,14,0.472222222,0.334011147,93,297,1838,1151188,166,0.060240964,0.646464646,292,0.48,19.76,16,Logos Tip Yayinciligi,0
US Geological Survey Data Report,0.186,4,0.1,0.363461538,15,20,456,36621,9,0.777777778,0.75,20,0.45,30.4,3,US Geological Survey,0
Veterinarski Arhiv,0.186,38,0.512437811,0.247613724,67,202,2609,836083,112,0.008928571,0.663366337,201,0.5,38.94,31,"University of Zagreb, Facultty of Veterinary Medicine",1
Algebraic Structures and their Applications,0.185,5,0.323529412,0.578699434,24,68,355,214460,21,0.142857143,0.779411765,68,0.33,14.79,7,Yazd University,0
Azerbaijan Medical Journal,0.185,8,0.244274809,0.220122012,110,262,1721,1104808,61,0.68852459,0.839694656,262,0.24,15.65,24,WHO Office in Azerbaijan,0
Biomedical and Pharmacology Journal,0.185,32,0.71369863,0.388889202,247,730,9056,2992307,592,0.04222973,0.623287671,730,0.66,36.66,16,Oriental Scientific Publishing Company,0
Brazilian Journal of Veterinary Pathology,0.185,16,0.4,0.4052681,42,105,1060,405435,40,0.025,0.828571429,95,0.24,25.24,15,Brazilian Association of Veterinary Pathology,0
Bulgarian Journal of Veterinary Medicine,0.185,18,0.465909091,0.272129441,60,176,2250,698022,90,0.011111111,0.670454545,176,0.56,37.5,14,"Thracian University, Faculty of Veterinary Medicine",0
Casopis pro Pravni Vedu a Praxi,0.185,4,0.107843137,0.329117438,35,102,2901,325218,16,0.375,0.87254902,102,0.15,82.89,7,Masaryk University,0
Chinese Journal of Radiological Health,0.185,8,0.429775281,0.521171146,101,358,1936,246336,159,0.880503145,0.675977654,358,0.42,19.17,6,Editorial Department of Chinese Journal of Radiological Health,0
Direccion y Organizacion,0.185,11,0.684210526,0.274563988,20,57,845,242717,44,0.181818182,0.543859649,57,0.66,42.25,14,ADINGOR – Asociación para el Desarrollo de la Ingeniería de Organización,1
Drug Delivery Letters,0.185,8,0.828947368,0.218988237,25,82,1365,259986,67,0.014925373,0.597560976,79,0.63,54.6,8,Bentham Science Publishers,0
Eighteenth-Century Fiction,0.185,14,0.161290323,0.787043206,66,97,871,451104,29,0.275862069,0.783505155,96,0.22,13.2,23,McMaster University,1
ERS Monograph,0.185,13,0.34375,0.114596209,102,260,7958,1249202,92,0.043478261,0.742307692,228,0.31,78.02,10,European Respiratory Society,0
Film-Philosophy,0.185,13,0.26,1.259039819,27,50,819,177622,20,0.15,0.76,50,0.32,30.33,22,Edinburgh University Press,1
Gender a Vyzkum / Gender and Research,0.185,8,0.538461538,0.53411232,17,49,904,203379,29,0.068965517,0.693877551,45,0.68,53.18,8,"Academy of Sciences of the Czech Republic, Institute of Sociology",0
Herald of the Russian Academy of Sciences,0.185,22,0.534954407,0.427076741,80,436,1649,1497940,208,0.043269231,0.754587156,428,0.47,20.61,20,Pleiades Publishing,0
Historiallinen Aikakauskirja,0.185,5,0.605139562,0.560236448,54,167,2106,622273,29,0.24137931,0.880239521,138,0.08,39,20,Historian Ystavain Liitto,0
Indonesian Journal of Health Administration,0.185,9,0.784615385,0.323020084,32,76,973,78047,74,0.013513514,0.592105263,66,0.39,30.41,6,Airlangga University,0
Information and Control,0.185,14,0.726890756,0.406391913,69,238,2397,827889,226,0.159292035,0.495798319,238,1.16,34.74,12,Science Press,1
International Journal of High Speed Electronics and Systems,0.185,28,0.380952381,0.516839091,29,46,603,249070,25,0.6,0.739130435,43,0.7,20.79,23,World Scientific Publishing Co. Pte Ltd,1
International Journal of Human Factors and Ergonomics,0.185,13,0.666666667,0.433921363,20,60,1135,248692,44,0.159090909,0.6,60,0.95,56.75,9,Inderscience Enterprises Ltd,0
International Journal of Innovative Computing and Applications,0.185,20,0.666666667,0.23709731,20,92,733,324703,76,0.157894737,0.586956522,90,0.85,36.65,18,Inderscience Enterprises Ltd,1
International Journal of Vehicle Autonomous Systems,0.185,27,0.826086957,0.29861789,18,23,961,117712,31,0.032258065,0.434782609,23,1,53.39,22,Inderscience Enterprises Ltd,1
Iranian Journal of Botany,0.185,5,0.375,0.237129547,21,72,533,167895,32,0.09375,0.625,72,0.44,25.38,6,Research Institute of Forests and Rangelands of Iran,0
Iranian Journal of Materials Science and Engineering,0.185,19,0.828767123,0.286391674,50,146,2186,548000,124,0.088709677,0.54109589,146,0.89,43.72,15,Iran University of Science and Technology,0
Iranian Journal of Pediatric Hematology and Oncology,0.185,7,0.521276596,0.269506681,30,94,970,218876,50,0.26,0.659574468,94,0.55,32.33,7,Shahid Sadoughi University of Medical Sciences,0
JBJS Case Connector,0.185,15,0.342650104,0.259260364,293,984,4865,3540309,367,0.092643052,0.737804878,982,0.34,16.6,12,Lippincott Williams and Wilkins,0
Journal for Studies in Economics and Econometrics,0.185,11,0.74,0.25285249,22,50,1222,199252,28,0,0.66,50,0.47,55.55,18,Routledge,0
Journal fur Kulturpflanzen,0.185,12,0.429824561,0.256347578,41,147,1152,538982,54,0.12962963,0.74829932,126,0.33,28.1,15,Julius Kuhn-Institut Federal Research Center for Cultivated Plants,0
Journal of Classics Teaching,0.185,6,0.245901639,0.566738627,26,69,386,225321,16,0.5625,0.768115942,67,0.27,14.85,7,Cambridge University Press,0
Journal of Engineering Education Transformations,0.185,15,0.423986486,0.236085679,94,595,2525,1829956,352,0.153409091,0.684033613,582,0.65,26.86,8,Rajarambapu Institute Of Technology,0
Journal of Health Sciences,0.185,7,0.556701031,0.279251362,29,98,901,367119,64,0.03125,0.683673469,98,0.54,31.07,7,University of Sarajevo - Faculty of Health Studies,0
Journal of Housing Research,0.185,23,0.925925926,0.320266803,13,38,529,31707,52,0,0.578947368,33,0.67,40.69,22,Informa UK Limited,1
Journal of Indian Association for Child and Adolescent Mental Health,0.185,13,0.443548387,0.140564361,54,147,1615,566952,69,0.028985507,0.693877551,125,0.34,29.91,18,Sage Publications,0
Journal of Oral Medicine and Oral Surgery,0.185,8,0.458646617,0.409272199,46,160,1030,586268,74,0.054054054,0.76875,134,0.43,22.39,7,EDP Sciences,0
Journal of Real Estate Literature,0.185,24,0.892857143,0.284368131,6,30,364,132191,22,0.090909091,0.633333333,30,0.79,60.67,22,Taylor and Francis Ltd.,1
Journal of Siberian Federal University: Chemistry,0.185,7,0.704697987,0.430895679,58,149,1302,492517,106,0.103773585,0.624161074,149,0.76,22.45,6,Siberian Federal University,0
Journal of the International Society for Southeast Asian Agricultural Sciences,0.185,14,0.603448276,0.388992806,22,58,998,262273,34,0.088235294,0.706896552,58,0.53,45.36,13,International Society for Southeast Asian Agricultural Sciences,0
Knygotyra,0.185,3,0.092307692,0.483755656,28,76,1049,266367,9,0.555555556,0.894736842,71,0.12,37.46,7,Vilnius University Press,0
Korean Journal of Medicinal Crop Science,0.185,7,0.478632479,0.381044034,36,118,1338,272602,57,0.350877193,0.610169492,117,0.43,37.17,6,Korean Society of Medicinal Crop Science,0
Langages,0.185,19,0.136842105,0.467418328,32,104,1416,404223,28,0,0.769230769,95,0.26,44.25,24,Armand Colin,0
Latino Studies,0.185,28,0.666666667,0.621949451,34,106,1530,457903,55,0.054545455,0.745283019,81,0.54,45,17,Palgrave Macmillan Ltd.,0
Life Span and Disability,0.185,18,0.568181818,0.158587406,12,44,676,179287,27,0.074074074,0.568181818,44,0.46,56.33,17,Oasi Editrice,0
New Design Ideas,0.185,5,0.421052632,0.388924686,40,63,1541,209850,29,0.551724138,0.698412698,57,0.55,38.53,8,Jomard Publishing,0
Noise Control Engineering Journal,0.185,35,0.488372093,0.290925975,40,129,919,513543,71,0.042253521,0.643410853,129,0.47,22.98,45,Institute of Noise Control Engineering,1
Obshchaya Reanimatologiya,0.185,12,0.790697674,0.392333025,43,138,1651,542698,118,0.254237288,0.5,129,0.88,38.4,10,V.A. Negovsky Research Institute of General Reanimatology,1
Polish Journal of Medical Physics and Engineering,0.185,10,0.734042553,0.342526248,22,94,680,355987,77,0.051948052,0.510638298,94,0.74,30.91,15,Sciendo,1
Population,0.185,40,0.791666667,1.287350101,0,50,0,186045,43,0,0.56,46,0.68,0,52,Institut National d'Etudes Demographiques,1
Psihoterapija,0.185,4,0.193548387,0.641129032,17,32,388,136493,6,1,0.84375,31,0.18,22.82,10,Klinika za Psiholosku Medicinu,0
Religiovedenie,0.185,3,0.094117647,0.441346588,62,172,1582,433001,19,0.631578947,0.901162791,171,0.13,25.52,6,Amur State University,0
Revista Colombiana de Obstetricia y Ginecologia,0.185,12,0.585714286,0.425211117,29,89,492,344495,54,0.037037037,0.617977528,76,0.36,16.97,53,Federacion Colombiana de Asociaciones de Obstetricia y Ginecologia (FECOLSOG),1
Revista de Defesa da Concorrencia,0.185,3,0.142857143,0.477396224,20,49,656,48779,9,0.666666667,0.87755102,49,0.16,32.8,6,Administrative Council for Economic Defense (CADE),0
"Revista de Derecho de la Seguridad Social, Laborum",0.185,4,0.024390244,0.05245788,146,181,2474,356090,16,0.5625,0.917127072,161,0.09,16.95,6,"Ediciones Laborum, S.L.",0
Revista Eletronica de Direito Processual,0.185,4,0.055172414,0.361398107,56,291,1556,136582,18,0.444444444,0.945017182,291,0.04,27.79,7,Universidade do Estado do Rio de Janeiro,0
Revista Internacional de Contaminacion Ambiental,0.185,28,0.536585366,0.186794959,55,213,2419,947050,124,0.032258065,0.676056338,207,0.4,43.98,30,"Centro de Ciencias de la Atmosfera, UNAM",1
Rhetoric and Public Affairs,0.185,18,0.411764706,0.526219195,18,71,2071,267223,39,0.076923077,0.61971831,69,0.54,115.06,15,Michigan State University,0
Rossijskij Osteopaticeskij Zurnal,0.185,7,0.456521739,0.887888199,46,163,1091,112193,53,0.867924528,0.754601227,147,0.32,23.72,6,Russian Osteopathic Association,0
Russian Journal of Genetics,0.185,32,0.611464968,0.348563154,171,471,6719,2038811,294,0.149659864,0.607218684,471,0.59,39.29,29,Pleiades Publishing,1
Shengwu Gongcheng Xuebao/Chinese Journal of Biotechnology,0.185,23,0.867228662,0.242571539,331,974,17416,3605263,939,0.25772098,0.468172485,974,1,52.62,26,Chinese Academy of Sciences,1
South Asian Popular Culture,0.185,20,0.602941176,1.463807504,25,75,884,294511,51,0.019607843,0.6,72,0.39,35.36,22,Routledge,1
Sumarski List,0.185,19,0.479674797,0.295707845,45,138,1752,575709,62,0.258064516,0.68115942,123,0.45,38.93,23,Hrvatsko Sumarsko Drustvo,1
Universum,0.185,15,0.368932039,0.823191728,39,114,1157,411465,48,0.041666667,0.692982456,108,0.37,29.67,17,Universidad de Talca,0
World Journal of Dentistry,0.185,15,0.406727829,0.258954121,188,347,5183,1472118,144,0.027777778,0.711815562,327,0.41,27.57,11,Jaypee Brothers Medical Publishers (P) Ltd,0
Zeitschrift fur Allgemeinmedizin,0.185,16,0.360655738,0.23641581,114,366,1049,1435758,69,0.15942029,0.885245902,219,0.22,9.2,58,Hippokrates Verlag GmbH,1
Active and Passive Electronic Components,0.184,26,0.777777778,0.220707364,6,9,195,57172,8,0,0.666666667,9,1.5,32.5,37,John Wiley and Sons Ltd,1
"African Journal of Food, Agriculture, Nutrition and Development",0.184,21,0.577777778,0.302934562,146,372,4844,1466972,231,0.034632035,0.599462366,371,0.55,33.18,10,African Scholarly Science Communications Trust (ASSCAT),0
Archivio Penale,0.184,3,0.009367681,0.033229721,134,478,12298,1748101,15,0.466666667,0.968619247,469,0.04,91.78,9,Pisa University Press,0
Art of Discrete and Applied Mathematics,0.184,7,0.277310924,0.42320582,33,125,666,281936,31,0.032258065,0.792,119,0.17,20.18,7,University of Primorska,0
Audiology and Speech Research,0.184,5,0.288461538,0.262250409,28,105,896,328394,33,0.333333333,0.761904762,104,0.34,32,7,Korean Academy of Audiology,0
Blasting,0.184,7,0.23655914,0.225580872,118,148,2312,287511,105,0.619047619,0.587837838,148,0.77,19.59,6,"BLASTING Magazine Editorial Office, Wuhan University of Technology",1
Brill's Journal of Afroasiatic Languages and Linguistics,0.184,12,0.30952381,0.812079971,12,45,712,172815,18,0,0.777777778,42,0.15,59.33,16,Brill Academic Publishers,0
Chemistry and Technology of Fuels and Oils,0.184,21,0.589673913,0.262005587,159,375,3318,1530729,222,0.126126126,0.653333333,374,0.59,20.87,61,"Springer Science and Business Media, LLC",1
Chirurgie (Germany),0.184,50,0.583518931,0.293706682,204,686,3402,497053,274,0.131386861,0.760932945,513,0.36,16.68,4,Springer Medizin,1
Computer Science Journal of Moldova,0.184,7,0.327868852,0.379713463,21,64,438,207053,25,0.16,0.765625,61,0.37,20.86,6,Institute of Mathematics and Computer Science of Moldova,0
Comunicata Scientiae,0.184,19,0.516129032,0.319526331,75,217,2349,891235,113,0.10619469,0.709677419,217,0.37,31.32,16,Federal University ofPiauI,0
Critical Studies in Fashion and Beauty,0.184,5,0.485714286,0.492008272,14,38,470,99692,17,0.235294118,0.710526316,35,0.43,33.57,6,Intellect Ltd.,0
Croatian Journal of Education,0.184,15,0.45398773,0.31242849,42,187,2112,687147,80,0.0375,0.721925134,163,0.36,50.29,14,"Faculty of Teacher Education, University of Zagreb",0
Current Bioactive Compounds,0.184,31,0.758992806,0.264727835,86,291,5575,1121891,260,0.038461538,0.536082474,282,0.8,64.83,19,Bentham Science Publishers,0
Current Pharmaceutical Analysis,0.184,29,0.701257862,0.252814848,63,339,3875,1225095,248,0.10483871,0.601769912,329,0.76,61.51,20,Elsevier B.V.,1
Economics and Environment,0.184,8,1.07005157,0.567562698,103,115,5472,517202,86,0.279069767,0.652173913,114,0.99,53.13,6,Wydawnictwo Ekonomia i Srodowisko,0
Energy Engineering: Journal of the Association of Energy Engineering,0.184,17,0.679243741,0.553964519,160,299,4855,1131777,217,0.207373272,0.551839465,298,0.73,30.34,45,Tech Science Press,1
European Journal of Interdisciplinary Studies,0.184,6,1.04,0.284983499,21,50,1014,152582,60,0.033333333,0.52,50,1.34,48.29,6,Bucharest University of Economic Studies,0
Exemplaria,0.184,14,0.259259259,1.473913987,22,59,1007,227661,24,0.25,0.762711864,54,0.51,45.77,30,Maney Publishing,1
"Ferroelectrics, Letters Section",0.184,21,1.027777778,0.338363376,13,36,349,155154,31,0,0.527777778,36,1.04,26.85,42,Taylor and Francis Ltd.,1
Institutions and Economies,0.184,16,1.050847458,0.423826988,21,61,1019,252529,63,0,0.540983607,60,0.97,48.52,14,University of Malaya,0
International Journal of Computer Networks and Communications,0.184,16,0.65648855,0.356801146,47,131,1479,544226,108,0.305555556,0.541984733,131,0.73,31.47,9,Academy and Industry Research Collaboration Center (AIRCC),1
International Journal of Global Energy Issues,0.184,30,0.847826087,0.332142957,50,93,1170,366934,92,0.032608696,0.52688172,92,1.11,23.4,36,Inderscience Enterprises Ltd,1
International Journal of Law in Context,0.184,31,0.583333333,0.352447274,34,110,2431,488159,81,0.012345679,0.554545455,108,0.63,71.5,21,Cambridge University Press,0
International Journal of Online Pedagogy and Course Design,0.184,12,0.585365854,0.260741571,22,84,1183,313520,62,0.032258065,0.595238095,84,0.59,53.77,9,IGI Global Publishing,0
Jinshu Rechuli/Heat Treatment of Metals,0.184,19,0.410085055,0.395677535,490,1698,7781,6861461,742,0.575471698,0.671378092,1698,0.47,15.88,36,Chinese Heat Treatment Society,1
Journal for Advancement of Marketing Education,0.184,12,0.473684211,0.2021434,5,22,240,88239,9,0.333333333,0.727272727,20,0.47,48,13,Marketing Management Association,0
Journal of Acupuncture and Tuina Science,0.184,9,0.40201005,0.315215728,61,199,1852,802099,80,0.45,0.683417085,199,0.42,30.36,20,Higher Education Press Limited Company,1
Journal of Biological Control,0.184,7,0.254385965,0.318530278,32,116,927,258949,36,0.138888889,0.724137931,114,0.22,28.97,6,Informatics Publishing Limited,0
Journal of Geography (Chigaku Zasshi),0.184,7,0.268817204,0.548177642,40,149,1305,205930,48,0.166666667,0.771812081,149,0.34,32.63,6,Tokyo Geographical Society,0
Journal of Global Ethics,0.184,29,0.506329114,0.48747955,31,88,1133,382917,61,0.049180328,0.590909091,79,0.65,36.55,21,Routledge,1
Journal of Information and Communication Convergence Engineering,0.184,11,0.575,0.25231293,46,121,996,507966,91,0.065934066,0.561983471,120,0.88,21.65,9,The Korean Institute of Information and Commucation Engineering,0
Journal of Latin Linguistics,0.184,6,0.321428571,0.849536908,7,28,678,17056,13,0.153846154,0.714285714,28,0.39,96.86,10,De Gruyter Mouton,1
Journal of Ultrafine Grained and Nanostructured Materials,0.184,7,0.694444444,0.158514498,24,72,1049,172575,61,0.131147541,0.513888889,72,0.83,43.71,6,University of Tehran,0
"Korean Journal of Physical, Multiple and Health Disabilities",0.184,10,0.481481481,0.635226563,31,108,1312,424524,53,0.924528302,0.648148148,108,0.45,42.32,7,Seorim,1
Madera y Bosques,0.184,22,0.664083166,0.553765662,29,173,1488,654923,84,0.035714286,0.687861272,172,0.4,51.31,17,"Instituto de Ecologia, A.C.",0
Mathematical Models in Engineering,0.184,5,0.545454545,0.193809867,16,11,401,38985,8,0,0.636363636,11,0.73,25.06,3,EXTRICA,0
Moshi Shibie yu Rengong Zhineng/Pattern Recognition and Artificial Intelligence,0.184,27,0.657051282,0.373857912,80,312,3756,1238614,243,0.176954733,0.541666667,312,0.71,46.95,24,Science Press,1
New Zealand Entomologist,0.184,23,0.458333333,0.258017083,3,24,118,93405,12,0,0.625,24,0.46,39.33,67,Taylor and Francis Ltd.,1
Novosti Sistematiki Vysshikh Rastenii,0.184,4,0.279069767,0.255859986,14,44,286,116327,13,0.230769231,0.795454545,43,0.24,20.43,5,Komarov Botanical Institute of the Russian Academy of Sciences,0
Operative Techniques in Otolaryngology - Head and Neck Surgery,0.184,23,0.368421053,0.209769814,54,148,1603,603492,66,0.196969697,0.709459459,137,0.49,29.69,36,W.B. Saunders,1
Osmanli Bilimi Arastirmalari,0.184,2,0.12195122,0.43445122,25,43,1142,94315,6,0.833333333,0.860465116,43,0.14,45.68,7,Istanbul University,0
Oxford Medical Case Reports,0.184,15,0.480818414,0.332716181,148,444,1364,1769048,228,0,0.673423423,401,0.44,9.22,12,Oxford University Press,0
Paediatric Surgery (Ukraine),0.184,3,0.141843972,0.193700602,64,141,1263,275328,28,0.678571429,0.843971631,141,0.2,19.73,6,"Group of Companies Med Expert, LLC",0
Pakistan Journal of Phytopathology,0.184,9,0.652892562,0.375787698,48,121,1640,476477,89,0.078651685,0.58677686,121,0.58,34.17,8,Pakistan Phytopathological Society,0
Proceedings of the Centre for Economic History Research,0.184,6,0.207317073,0.793113343,32,82,671,148663,20,0.55,0.768292683,82,0.25,20.97,9,Center for Economic and History Research (CEHR),1
Psicologia e Sociedade,0.184,22,0.268907563,0.483447167,50,120,1509,547352,38,0.052631579,0.775,119,0.13,30.18,19,Associacao Brasileira de Psicologia Social,0
Research Data Journal for the Humanities and Social Sciences,0.184,4,0.5,0.48026145,5,30,156,48843,21,0.047619048,0.666666667,30,1.06,31.2,6,Brill Academic Publishers,0
Revista Brasileira de Alternative Dispute Resolution,0.184,8,1.807017544,1.664078696,45,63,1053,109644,97,0.907216495,0.603174603,57,1.03,23.4,6,EDITORA FORUM LTDA,0
Revista de Metalurgia,0.184,24,0.777777778,0.332755753,21,72,707,288252,54,0.111111111,0.513888889,72,0.79,33.67,54,CSIC Consejo Superior de Investigaciones Cientificas,1
Sages-Femmes,0.184,5,0.589640484,0.55068457,71,224,864,775632,17,0.294117647,0.928571429,188,0.09,12.17,22,Elsevier Masson s.r.l.,1
